date,Label,Manual_Label,수정여부,Headline_and_Subtitle,Headline_KO
2018-02-27,1,1,,"Welbilt to Acquire Crem for $224M, Provides Solid '18 View","Welbilt, Crem을 2억 2400만 달러에 인수, 견고한 '18 전망 제공"
2019-07-16,1,1,,Akamai Technologies (AKAM) Upgraded to Buy: Here's Why,Akamai Technologies(AKAM)가 구매로 업그레이드: 이유는 다음과 같습니다.
2020-05-06,1,1,,"Private Ocean, LLC Buys Apple Inc, SPDR Nuveen Bloomberg Barclays High Yield Municipa, Vanguard ...","Private Ocean, LLC는 Apple Inc, SPDR Nuveen Bloomberg Barclays High Yield Municipa, Vanguard ...를 인수합니다."
2019-11-08,1,1,,"Air Lease (AL) Beats on Earnings in Q3, Increases Dividend",AL(Air Lease)이 3분기 수익을 앞지르고 배당금을 늘립니다.
2015-01-11,1,1,,High-Yield Dividend Champion Portfolio: January Update,고수익 배당 챔피언 포트폴리오: 1월 업데이트
2018-08-10,1,1,,Credit Suisse initiates ADP at 16% upside,"Credit Suisse, 16% 상승여력으로 ADP 개시"
2018-12-18,1,1,,"RIOT, MRIN among premarket gainers","시판 전 상승세 중 RIOT, MRIN"
2015-06-26,1,1,,Today's Market: Healthcare Stocks In Focus As Acquisition Rumors Circulate,오늘의 시장: 인수 소문이 퍼지면서 헬스케어 주식에 주목
2019-09-05,1,1,,Why Is Aecom (ACM) Up 8% Since Last Earnings Report?,Aecom(ACM)이 지난 수익 보고서 이후 8% 상승한 이유는 무엇입니까?
2019-01-29,1,1,,AK Steel: Time For Upside,AK Steel: 상승세를 위한 시간
2015-04-09,1,1,,"AllianceBernstein , Royal Gold, Pretium Resources, Asanko Gold, Mitsubishi UFJ Financial Group and Kyocera highlighted as Zacks Bull and Bear of the Day - Press Releases","AllianceBernstein, Royal Gold, Pretium Resources, Asanko Gold, Mitsubishi UFJ Financial Group 및 Kyocera가 Zacks Bull and Bear of the Day로 선정 - 보도 자료"
2018-05-22,1,1,,"Nordson Corporation (NDSN) Beats on Q2 Earnings, Revenues","Nordson Corporation(NDSN)이 2분기 수익, 수익을 앞질렀습니다."
2016-10-25,1,1,,My Dividend Growth Portfolio - Q3 2016 Summary,나의 배당 성장 포트폴리오 - 2016년 3분기 요약
2019-05-03,1,1,,Idera Pharmaceuticals and ViewRay among healthcare gainers; ARCA biopharma and Precipio among losers,의료 부문의 승자 중 Idera Pharmaceuticals 및 ViewRay; 패자 중 ARCA 바이오제약과 Precipio
2019-11-08,1,1,,Assurant declares $0.63 dividend,"Assurant, 0.63달러의 배당금 선언"
2012-09-20,1,1,,"American Financial Group Inc. (AFG) Co-CEO & Co-President S Craig Lindner sells 13,914 Shares","American Financial Group Inc.(AFG) 공동 CEO 겸 공동 회장 S Craig Lindner, 13,914주 매각"
2019-05-02,1,1,,"Cirrus Logic (CRUS) Q4 Earnings Surpass Estimates, Down Y/Y","Cirrus Logic(CRUS) 4분기 실적이 예상치를 상회, Y/Y 감소"
2019-01-01,1,1,,Crescat Capital Up 40% In 2018 On Everything Bubble Short,Crescat Capital은 2018년 모든 버블 쇼트에서 40% 상승했습니다.
2019-05-15,1,1,,Weekly Review Of High-Yield CEFs: First Trust High Income Long/Short Fund Is 8.63%-Yielder Trading At A 12.99% Discount,고수익 CEF 주간 검토: First Trust 고소득 롱/숏 펀드는 12.99% 할인된 가격으로 8.63% 수익률 거래를 하고 있습니다.
2020-02-14,1,1,,American Equity Investment Life Joins Rank Of Stocks With 95-Plus Composite Rating,"American Equity Investment Life, 95+ 종합 등급으로 주식 순위에 합류"
2015-03-16,1,1,,Trevena Inc: Profitable To You And Disruptive To Everyone Else,Trevena Inc: 자신에게는 이익이 되고 다른 사람에게는 파괴적입니다.
2012-12-06,1,1,,"Using ETFs To Spice Up A Bond Portfolio (BND, AGG, AGZ, BAB, IBND)","ETF를 사용하여 채권 포트폴리오(BND, AGG, AGZ, BAB, IBND) 강화"
2017-08-03,1,1,,AIG Q2 Earnings Beat as Restructuring Initiatives Pay Off,AIG 2분기 실적은 구조조정 이니셔티브 성과로 인해 상회
2019-11-20,1,1,,Tracking Prem Watsa's Fairfax Financial Holdings Portfolio - Q3 2019 Update,Prem Watsa의 Fairfax Financial Holdings 포트폴리오 추적 - 2019년 3분기 업데이트
2018-06-25,1,1,,Honeywell International: Buy For Good Total Return And Steady Dividend Increases,하니웰 인터내셔널: 좋은 총 수익률과 꾸준한 배당 증가를 위해 매수하세요
2018-12-31,1,1,,Acasti up 4% premarket on advancement of CaPre studies,Acasti는 CaPre 연구 발전으로 시판 전 4% 증가
2019-04-23,1,1,,Coca-Cola (KO) Stock Rises on Q1 Earnings and Sales Beat,코카콜라(KO) 주가는 1분기 실적 및 매출 증가로 상승
2018-11-19,1,1,,"AKER, LEJU among premarket gainers","시판 전 상승세 중 AKER, LEJU"
2019-09-24,1,1,,Top Ranked Growth Stocks to Buy for September 24th,9월 24일 매수할 상위 성장주
2015-07-29,1,1,,"Atlantic Coast Federal beats by $0.09, beats on revenue","Atlantic Coast Federal이 0.09달러 앞섰고, 수익도 앞섰습니다."
2019-12-02,1,1,,Arch Capital (ACGL) Acquires United Kingdom-Based Barbican,"Arch Capital(ACGL), 영국 소재 Barbican 인수"
2016-09-17,1,1,,"InsiderInsights.com Daily Round Up 9/16/16: PNK, ADMS, EIGI, GPX","InsiderInsights.com 일일 요약 9/16/16: PNK, ADMS, EIGI, GPX"
2017-03-19,1,1,,The Vetr community has upgraded $ACOR to 4.5-Stars.,Vetr 커뮤니티는 $ACOR를 4.5성으로 업그레이드했습니다.
2020-02-24,1,1,,Engine Cooling System Market To Expand On The Back Of Increasing Automobile Production By A ...,자동차 생산량 증가로 엔진 냉각 시스템 시장 확대
2018-10-03,1,1,,AGNC Investment's Q3 2018 Income Statement And Earnings Projection - Part 1 (Including Net Spread Trend),AGNC Investment의 2018년 3분기 손익계산서 및 수익 예측 - 1부(순 스프레드 추세 포함)
2019-01-24,1,1,,Aflac (AFL) Reports Next Week: Wall Street Expects Earnings Growth,Aflac(AFL)은 다음 주에 보고서를 발표합니다: 월스트리트는 수익 성장을 기대합니다
2020-01-22,1,1,,"Convergence Investment Partners, LLC Buys Wyndham Destinations Inc, General Mills Inc, ...","Convergence Investment Partners, LLC는 Wyndham Destinations Inc, General Mills Inc, ...를 인수합니다."
2020-04-16,1,1,,Acorda Therapeutics (ACOR) Flat As Market Gains: What You Should Know,Acorda Therapeutics(ACOR) 시장 상승세: 알아야 할 사항
2015-03-03,1,1,,Why First Majestic Silver Corp (AG) Could Be Positioned for a Surge? - Tale of the Tape,First Majestic Silver Corp(AG)가 급증할 수 있는 이유는 무엇입니까? - 테이프 이야기
2018-08-01,1,1,,Is AllianceBernstein (AB) a Great Dividend Play?,AllianceBernstein(AB)은 훌륭한 배당 플레이인가요?
2018-05-23,1,1,,Premarket Gainers as of 9:05 am (05/23/2018),오전 9시 5분 기준(2018년 5월 23일) 시판 전 상승자
2018-11-02,1,1,,10 Nasdaq 'Safer' Dividend Dogs Chase 26.65-72.28% Net Gains Per Broker October 2019 Targets,10가지 Nasdaq '안전한' 배당견 추격 브로커당 순익 26.65-72.28% 2019년 10월 목표
2018-11-21,1,1,,Alcoa (AA) Outpaces Stock Market Gains: What You Should Know,Alcoa(AA)가 주식 시장 이익을 능가합니다: 알아야 할 사항
2012-12-19,1,1,,Dividend Stocks I Purchased Over the Past Two Months,지난 2개월간 내가 매입한 배당주
2014-05-12,1,1,,Universal Display (OLED) Soars: Stock Rises 15.2% in Session - Tale of the Tape,유니버설 디스플레이(OLED) 급등: 세션에서 주가 15.2% 상승 - 테이프 이야기
2012-02-08,1,1,,Advance Auto Parts Upside Looming?,고급 자동차 부품 업사이드가 다가오고 있습니까?
2017-01-18,1,1,,HCI Group (HCI) Rewards Investors with 17% Dividend Hike,"HCI그룹(HCI), 17% 배당금 인상으로 투자자들에게 보상"
2015-01-14,1,1,,Arian Silver Operations Update,Arian Silver 운영 업데이트
2018-11-21,1,1,,WTO to set up panels to rule on U.S. tariff disputes; steelmakers rise,WTO는 미국 관세 분쟁을 판결하기 위한 패널을 구성합니다. 철강업체 상승
2014-01-22,1,1,,Alcobra (ADHD) Jumps: Stock Rises 9.0% - Tale of the Tape,알코브라(ADHD) 점프: 주가 9.0% 상승 - 테이프 이야기
2018-06-12,1,1,,AllianceBernstein assets edge higher in April,AllianceBernstein 자산은 4월에 상승했습니다.
2017-06-20,1,1,,Reliance Steel (RS) Updates Earnings Guidance for Q2,"Reliance Steel (RS), 2분기 실적 가이던스 업데이트"
2017-10-19,1,1,,"SAP SE (SAP) Q3 Earnings Rise Y/Y, Revenues Top, View Up","SAP SE (SAP) 3분기 실적은 Y/Y 증가, 매출 상위, 조회수 증가"
2014-10-21,1,1,,Stocks Extend Gains At Midday; Akorn Clears Buy Point,"주식은 정오에 이익을 확장합니다. Akorn, 구매 포인트 삭제"
2018-11-02,1,1,,Treasury rout erases October's gains,재무부의 패배로 인해 10월의 이익이 지워졌습니다.
2012-06-12,1,1,,7 Cheapest Bank Takeout Target Stocks From KBW (Update 2),KBW의 가장 저렴한 은행 테이크아웃 대상 주식 7개(업데이트 2)
2016-11-18,1,1,,"Macom, Lumentum Lead Highflying Spotlight Stocks","Macom, Lumentum Lead 고공 스포트라이트 주식"
2016-11-30,1,1,,"S&P 500 ETFs Rise In November, But Small-Cap Peers Are The Real Stars","S&P 500 ETF는 11월에 상승했지만, 소형주가 진정한 스타입니다."
2019-11-27,1,1,,Arch Capital Group (ACGL) Chairman & CEO Arch Re Group Maamoun Rajeh Sold $– million of Shares,Arch Capital Group(ACGL) 회장 겸 CEO Arch Re Group Maamoun Rajeh 주식 100만 달러 매각
2019-01-30,1,1,,"Automatic Data Processing beats by $0.16, beats on revenue",자동 데이터 처리가 $0.16 앞섰고 수익도 앞섰습니다.
2020-04-17,1,1,,Is a Beat in the Cards for W.R. Berkley's (WRB) Q1 Earnings?,W.R. Berkley(WRB)의 1분기 실적에 좋은 소식이 있나요?
2018-05-04,1,1,,After Hours Gainers / Losers (05/04/2018),시간 외 승자 / 패자 (2018/05/04)
2011-05-17,1,1,,8 Stocks That Could Get Squeezed Higher,더 오를 수 있는 8가지 주식
2020-04-29,1,1,,Adamis (ADMP) Moves to Strong Buy: Rationale Behind the Upgrade,Adamis(ADMP)의 적극 매수 움직임: 업그레이드의 근거
2016-02-19,1,1,,13 Stocks Enticing Investors With Higher Dividends,더 높은 배당금으로 투자자를 유혹하는 13가지 주식
2016-11-21,1,1,,Dividend Contenders: 23 Increases Expected By The End Of January,배당 경쟁자: 1월 말까지 23개 증가 예상
2019-11-13,1,1,,Ron Baron's Baron Growth Fund Comments on Arch Capital,"Ron Baron의 Baron Growth Fund, Arch Capital에 대한 의견"
2019-04-05,1,1,,Stocks Are About To Break Out and Head Towards Their All-Time Highs,주식은 곧 돌파하여 사상 최고치를 향해 나아갈 것입니다
2019-04-17,1,1,,Stop Being Stubborn: Hunting For Dividends In AGNC's Preferred Share,고집을 부리지 마세요: AGNC 우선주 배당금 사냥
2012-03-16,1,1,,"Stocks to Watch: ReneSola, UPS, AIG (Update 1)","주목할 주식: ReneSola, UPS, AIG(업데이트 1)"
2018-02-08,1,1,,ADP: Not As Attractive As I Thought From A Dividend Perspective,ADP: 배당 관점에서 생각만큼 매력적이지는 않다
2019-05-01,2,2,,Arlington Asset Investment misses by $0.09,알링턴 자산 투자(Arlington Asset Investment)는 $0.09만큼 손실을 입었습니다.
2015-09-30,2,2,,Stock Movement Prior To Phase III Trial Releases: Penny Stocks Rise While Big Stocks Fall,3단계 시험 출시 전 주식 이동: 대형 주식이 하락하는 동안 페니 주식은 상승
2019-12-13,2,2,,Trade Deal Cut in Principle? Sector ETFs to Soar,원칙적으로 무역 협상이 중단되었나요? 급등할 섹터 ETF
2019-08-11,2,2,,"Precious Metals Soar On Falling Yields, Global Currency Turmoil","수익률 하락, 글로벌 통화 혼란에 귀금속 급등"
2018-08-30,2,2,,"American Eagle (AEO) Q2 Earnings Beat, Q3 View Hurts Stock","아메리칸 이글(AEO) 2분기 실적이 부진, 3분기 전망이 주가 하락"
2019-06-26,2,2,,SHAREHOLDER ALERT: Pomerantz Law Firm Reminds Shareholders with Losses on their Investment in ...,주주 경고: Pomerantz 법률 회사는 주주들에게 투자 손실을 상기시킵니다.
2017-12-01,2,2,,"Cummins downgraded, AGCO upgraded at Goldman in move to ag sector",Cummins는 강등되었고 AGCO는 Goldman에서 업그레이드되어 농업 부문으로 이동했습니다.
2017-10-12,2,2,,XL Group Provides Loss Estimates Stemming from Catastrophes,"XL 그룹, 재해로 인한 손실 추정 제공"
2017-01-17,2,2,,Follower Favorite Dividend Dogs Led By NextEra Into 2017,NextEra가 2017년에 주도하는 추종자들이 선호하는 배당금 개
2015-12-03,2,2,,Did Something Blow Up In Junk?,쓰레기에서 뭔가가 터졌나요?
2016-05-10,2,2,,Arlington Asset Investment misses by $0.12,알링턴 자산 투자(Arlington Asset Investment)는 $0.12만큼 손실을 입었습니다.
2016-10-27,2,2,,"Arthur J.Gallagher misses by $0.15, beats on revenue",Arthur J.Gallagher는 $0.15 차이로 수익을 앞섰습니다.
2013-12-30,2,2,,"Weekly 3-Year Lows Highlight: SEAS, AMTG, AHH, NCTY, CDXS","주간 3년 최저치 하이라이트: SEAS, AMTG, AHH, NCTY, CDXS"
2019-11-05,2,2,,"Expeditors' (EXPD) Q3 Earnings Beat, Revenues Miss Mark","Expeditors'(EXPD) 3분기 실적은 상회, 수익은 미스 마크"
2015-05-15,2,2,,"Einhorn buys into GM/M/IM, exits AET/DOX, ups CBI/AER, cuts MRVL/LRCX","Einhorn은 GM/M/IM 매입, AET/DOX 종료, CBI/AER 상승, MRVL/LRCX 삭감"
2016-01-04,2,2,,Platform Specialty Products: Transitory Factors & Overblown Concerns Create Incredible Upside,플랫폼 전문 제품: 일시적인 요인과 과장된 우려로 인해 놀라운 상승세가 창출됨
2016-05-18,2,2,,Analog Devices beats despite consumer market decline,"Analog Devices, 소비자 시장 하락에도 불구하고 승리"
2010-07-14,2,2,,Retail Sales Fall Again in June,6월 소매판매 다시 감소
2015-02-02,2,2,,"Stocks Blip Up, Reverse Lower; Airlines Down","주식 상승, 반전 하락; 항공사 다운"
2013-09-13,2,2,,Invest in Stocks with a Margin of Safety to Reduce Risk and Enhance Returns,위험을 줄이고 수익을 높이기 위해 안전마진이 있는 주식에 투자하세요.
2019-09-13,2,2,,"Advanced Auto upped to Buy, O'Reilly downgraded at Citi","Advanced Auto는 매수로 상향, O'Reilly는 Citi에서 등급 하향 조정"
2017-01-24,2,2,,"Ashford Prime hikes dividend, revises management agreement following review","Ashford Prime, 배당금 인상, 검토 후 경영 계약 수정"
2017-10-11,2,2,,"The Navigators Group Counts Cat Loss Estimates, Shares Slip",네비게이터 그룹(Navigators Group)은 Cat 손실 추정치를 계산하고 주식 전표를 계산합니다.
2017-06-13,2,2,,"Fujifilm (FUJIY) Beats on Earnings, Misses Revenues in Q4",후지필름(FUJIY)이 수익을 앞지르고 4분기 수익을 놓쳤습니다.
2017-08-09,2,2,,7 Low Price-to-Sales Stocks with Growth Potential,성장 잠재력이 있는 매출 대비 주가가 낮은 7가지 주식
2012-06-06,2,2,,AAR Lower With High Volume,높은 볼륨으로 AAR 감소
2016-08-08,2,2,,Major ETFs Nudge Lower As Biotech Decline Offsets Higher Oil Prices,생명공학 기술의 하락이 유가 상승을 상쇄함에 따라 주요 ETF가 하락세를 보이고 있습니다.
2017-07-20,2,2,,"ABB's Q2 Earnings Beat Estimates but Fall Y/Y, Shares Down","ABB의 2분기 수익은 예상치를 상회했지만 Y/Y 하락, 주가 하락"
2019-07-04,2,2,,First-Half 2019 ETF Asset Flow Roundup,2019년 상반기 ETF 자산 흐름 정리
2016-11-11,2,2,,Stock ETFs Fall But Eye Big Weekly Gains; Is Copper The New Gold?,주식 ETF는 하락하지만 큰 주간 이익을 기대합니다. 구리는 새로운 금인가?
2019-05-07,2,2,,"AES misses by $0.02, beats on revenue",AES는 0.02달러 차이로 수익을 앞지릅니다.
2018-04-23,2,2,,Can Universal Health (UHS) Q1 Earnings Beat on Admissions?,Universal Health(UHS) Q1 수입이 입학률을 능가할 수 있습니까?
2018-03-12,2,2,,"Rationalizing Those Peak-Cycle Numbers, Part 1: Investors 'Unconcerned' About Record Corporate Debt","피크 사이클 수치 합리화, 1부: 기록적인 기업 부채에 대해 '우려하지 않는' 투자자들"
2012-08-10,2,2,,Upgrades & Downgrades,업그레이드 및 다운그레이드
2013-06-04,2,2,,"Verint Systems Stock Dips On EPS Miss, Sales Beat","Verint Systems 주가 EPS 미스, 매출 하락으로 하락"
2019-02-12,2,2,,Fanuc Beaten Down On Sharp Order Declines,Fanuc는 급격한 주문 감소로 패배했습니다
2019-06-14,2,2,,Ashford Hospitality sinks 15% after cutting dividend,Ashford Hospitality는 배당금 삭감 후 15% 하락
2016-09-19,2,2,,"U.S. Steel, AK Steel upgraded at KeyBanc after getting cut just last month","U.S. Steel, AK Steel, 지난달 삭감 후 KeyBanc에서 업그레이드"
2017-11-17,2,2,,Near record outflows from junk bond funds,정크본드 펀드에서 거의 기록적인 유출액 기록
2018-01-16,2,2,,"Zacks.com highlights: Robert Half International, PetMed Express, Five Below, Patrick Industries and American Eagle Outfitters","Zacks.com 하이라이트: Robert Half International, PetMed Express, Five Below, Patrick Industries 및 American Eagle Outfitters"
2015-09-16,2,2,,"Newmont Mining price target cut at RBC, but gold shares soaring today",뉴몬트 마이닝(Newmont Mining) 목표 가격은 RBC에서 인하되었지만 금 주가는 오늘 급등했습니다.
2015-08-13,2,2,,Auto Stock Roundup: Tata Motors Earnings & Ford China Sales Fall,자동차 재고 정리: Tata Motors 수익 및 Ford China 판매 감소
2019-03-04,2,2,,Assured Guaranty (AGO) Q4 Earnings Up Y/Y on Lower Expenses,보장된 보증(AGO) Q4는 비용 절감으로 Y/Y 수익 증가
2017-01-25,2,2,,Super Investor Strategies For A Low Return World,수익률이 낮은 세상을 위한 슈퍼 투자자 전략
2016-02-25,2,2,,"Ashford Hospitality Prime misses by $0.09, beats on revenue",Ashford Hospitality Prime은 0.09달러 차이로 수익을 앞질렀습니다.
2015-05-26,2,2,,AutoZone Q1 Earnings Beat Views After Rivals Miss,AutoZone Q1 수익이 라이벌 패배 후 조회수를 앞질렀습니다.
2018-11-26,2,2,,"Fiserv (FISV) Rides on Strategic Business Moves, Debt High","Fiserv(FISV), 부채가 높은 전략적 사업 움직임에 나서다"
2016-11-04,2,2,,Fourth straight week of high-yield outflows,4주 연속 고수익 유출
2019-11-12,2,2,,Advanced Emissions Solutions declares $0.25 dividend,Advanced Emissions Solutions는 0.25달러의 배당금을 선언합니다.
2013-02-14,2,2,,Below Support: Barrick Gold,아래 지원: Barrick Gold
2018-02-22,2,2,,The Chemist's 'High-High-Low' CEF Report - January 2018,The Chemist의 '고-고-저' CEF 보고서 - 2018년 1월
2018-10-25,2,2,,Amerisafe's (AMSF) Q3 Earnings Surpass on Lower Expenses,Amerisafe(AMSF)의 3분기 수익은 비용 절감으로 초과 달성
2019-11-08,2,2,,"Magnus Financial Group LLC Buys Invesco S&P 5…… Low Volatility ETF, First Trust North ...","Magnus Financial Group LLC, Invesco S&P 5… Low Volatility ETF, First Trust North 인수…"
2016-01-09,2,2,,3 Ways New ObamaCare Sign-Up Data Are Really Bad News,새로운 ObamaCare 가입 데이터가 정말 나쁜 소식인 3가지 이유
2017-10-16,2,2,,Solid ETF Asset Inflows Boost BlackRock Earnings,견고한 ETF 자산 유입으로 BlackRock 수익 증대
2016-11-04,2,2,,Healthcare ratings roundup -upgrades/downgrades,의료 등급 요약 - 업그레이드/다운그레이드
2010-11-10,2,2,,"Advance Auto: Analysts' Upgrades, Downgrades","고급 자동: 분석가의 업그레이드, 다운그레이드"
2012-01-24,2,2,,"AK Steel Posts Beats In Q4 Loss, Delays Guidance","AK Steel Post, 4분기 손실을 제치고 지침 지연"
2016-10-26,2,2,,AK Steel pops 5% at the open following upgrade at BofA Merrill,"AK Steel, BofA Merrill 업그레이드 후 공개 시 5% 상승"
2015-10-21,2,2,,A Bond-Free Portfolio: Why Cash Should Replace Bonds To Reduce Risk And Improve Returns,채권 없는 포트폴리오: 위험을 줄이고 수익을 향상시키기 위해 현금이 채권을 대체해야 하는 이유
2015-02-26,2,2,,Assured Guaranty gains after miss as discounted buybacks roll on,할인된 환매가 시작됨에 따라 보장된 보증은 실패 후 이익을 얻습니다.
2017-01-31,2,2,,"AFLAC misses by $0.09, beats on revenue",AFLAC는 0.09달러 차이로 수익을 앞지릅니다.
2018-03-29,2,2,,"Auto Stock Roundup: Pickup Demand Up, TSLA to Lower Norway Delivery, F Inks MoU","자동 재고 정리: 픽업 수요 증가, TSLA로 노르웨이 배송 감소, F Inks MoU"
2017-12-24,2,2,,"Weekly CEF Roundup: More Cuts From Nuveen And BlackRock CEFs, Saba Targets AOD","주간 CEF 요약: Nuveen 및 BlackRock CEF에서 더 많은 삭감, Saba는 AOD를 목표로 함"
2016-11-14,2,2,,REITs falling again (but not all) as bond vigilantes return,채권 자경단의 복귀로 REIT가 다시 하락(전부는 아님)
2016-09-12,2,2,,Positive flows boost AllianceBernstein AUM,긍정적인 흐름으로 AllianceBernstein AUM 증가
2015-05-26,2,2,,"Barrick investors welcome Chinese tie-up, debt reduction moves",배릭 투자자들은 중국의 제휴와 부채 감소 움직임을 환영합니다.
2016-08-02,2,2,,Mining Funds Hammer Ahead As Gold Hits 3-Week High; Oil Sags Below $40,금이 3주 최고치를 기록하면서 채굴 자금이 앞당겨지고 있습니다. $40 미만의 유가 하락
2016-03-03,2,2,,"Avalanche Biotechnologies misses by $0.02, beats on revenue",Avalanche Biotechnologies는 0.02달러 차이로 수익을 앞섰습니다.
2016-09-23,2,2,,10 Of 30 Follower Fave Dogs Survive Dividend Safety Check,팔로워 인기견 30명 중 10명이 배당금 안전 점검에서 살아남습니다
2014-08-05,2,2,,Stock Futures Grope Lower; Gannett Surges On Plan To Split,"주식 선물 하락세; Gannett, 분할 계획 급증"
2019-10-09,2,2,,"Market Volatility Bulletin: Treasury Vol Tracking Lower, But The Trend Is Still Moving Up",시장 변동성 공지: 재무부 거래량은 하락세를 보이고 있지만 추세는 여전히 상승하고 있습니다.
2015-04-28,2,2,,"AK Steel misses by $0.03, beats on revenue",AK Steel은 0.03달러 차이로 수익을 앞지릅니다.
2015-02-17,2,2,,Celgene: A Follow-Up To My Bullish Article Of Last Spring,Celgene: 지난 봄의 낙관적인 기사에 대한 후속 조치
2018-10-24,2,2,,"Acadia Realty Trust misses by $0.01, beats on revenue",Acadia Realty Trust는 $0.01만큼 손실을 입었고 수익이 앞섰습니다.
2012-08-09,2,2,,The Best Dividend Contenders by Free Cash Flow,잉여현금흐름 기준 최고의 배당 경쟁자
2019-12-10,2,2,,"Argan EPS misses by $0.38, beats on revenue",Argan EPS는 0.38달러 하락하고 수익을 앞지릅니다.
2016-12-08,2,2,,Aflac: Investment Returns Under Serious Pressure,Aflac: 심각한 압박 속에서도 투자 수익
2017-09-15,2,2,,"Pharma Stock Roundup: Achillion Slumps on End of HCV Deal, Teva Gets a New CEO",제약 주식 정리: Achillion이 HCV 거래 종료로 폭락하고 Teva가 새로운 CEO를 맡음
2016-07-25,2,2,,"American Campus Communities beats by $0.02, misses on wholly owned properties revenue","American Campus Communities는 0.02달러 앞섰고, 전체 소유 부동산 수익은 감소했습니다."
2018-09-05,2,2,,NRG Energy (NRG) Scales a New 52-Week High on Debt Reduction,"NRG 에너지(NRG), 부채 감소로 52주 최고 기록 달성"
2020-03-06,2,2,,US Treasury Yields Slip to All-Time Lows: 5 Big Gainers,미국 국채 수익률이 사상 최저치로 하락: 5개의 큰 상승세
2018-04-04,2,2,,"Metals, miners plunge as U.S.-China trade tensions ratchet up","미-중 무역 긴장이 고조되면서 금속, 광산업체 급락"
2020-03-25,2,2,,"AAR Corp (AIR) Earnings Beat Estimates in Q3, Sales Miss",AAR Corp (AIR) 3분기 실적이 예상치를 상회하고 매출 하락
2019-04-04,2,2,,Aehr Receives Follow-on Order for FOX-XP™ Wafer Level Test and Burn-in System for High Volume ...,"Aehr, 대량 생산을 위한 FOX-XP™ 웨이퍼 레벨 테스트 및 번인 시스템에 대한 후속 주문을 받음"
2018-05-03,2,2,,"Aceto misses by $0.22, beats on revenue",Aceto는 $0.22 차이로 수익을 앞지릅니다.
2017-09-29,2,2,,"Aehr Test Systems Soars on Q1 Numbers, Follow-On Orders","Aehr 테스트 시스템, 1분기 실적 및 후속 주문 급증"
2018-11-12,2,2,,Illumina's Growth Shows No Signs of Slowing Down,Illumina의 성장은 둔화될 조짐을 보이지 않습니다
2016-11-09,2,2,,"Agilysys misses by $0.04, beats on revenue",Agilysys는 $0.04 차이로 수익을 앞지릅니다.
2016-08-22,2,2,,Cotton Drops To Critical Support,면화는 중요한 지원을 제공합니다
2019-09-05,2,2,,American Eagle (AEO) Slumps Despite Q2 Earnings & Sales Beat,"아메리칸 이글(AEO), 2분기 실적 및 매출 부진에도 불구하고 부진"
2020-02-07,2,2,,Advanced Emissions Solutions Announces First Quarter Cash Dividend,"Advanced Emissions Solutions, 1분기 현금 배당 발표"
2020-02-06,2,2,,"ABIOMED (ABMD) Earnings Beat Estimates in Q3, Revenues Miss",ABIOMED (ABMD) 3분기 실적이 예상치를 상회하고 수익이 감소했습니다.
2018-04-19,2,2,,"Auto Stock Roundup: China to Scrap Limit on Foreign Auto JVs, GM to Cut Jobs","자동차 재고 정리: 중국, 외국 자동차 합작회사에 대한 한도 폐지, GM은 인력 감축"
2015-03-31,2,2,,Strong Dollar Hurts Profit Forecasts In Long Term,강한 달러는 장기적으로 이익 예측을 해친다
2016-08-09,2,2,,S&P Fund Has Rallied 10% From Brexit Lows As It Pegs Fresh All-Time High,S&P 펀드는 사상 최고치를 경신하면서 브렉시트 저점에서 10% 상승했습니다.
2019-01-23,2,2,,The Chemist's 'High-High-Low' Closed-End Fund Report: December 2018,The Chemist의 '하이-하이-로우' 폐쇄형 펀드 보고서: 2018년 12월
2017-11-21,2,2,,"Agilent (A) Beats on Q4 Earnings & Revenues, Lowers Guidance",애질런트(A)가 4분기 수익 및 수익을 앞지르고 지침을 낮췄습니다.
2018-06-28,2,2,,"Auto Stock Roundup: HOG to Shift Production to Escape EU Tariff, F & TM in Focus","자동 재고 정리: HOG, EU 관세를 피하기 위해 생산 전환, F & TM에 초점"
2017-07-19,2,2,,Strong ETF Inflows Boost BlackRock Earnings,강력한 ETF 유입으로 BlackRock 수익 증대
2019-08-13,2,2,,"Green Dot (GDOT) Beats Q2 Earnings Estimates, Cuts '19 View",Green Dot(GDOT)이 2분기 실적 추정치를 상회하고 '19년 전망을 인하했습니다.
2016-01-14,2,2,,"ObamaCare Signups Are So Slow, There Must Be A Glitch",ObamaCare 가입 속도가 너무 느려서 결함이 있는 것 같습니다.
2015-08-28,2,2,,"Stock Futures Down, But Off Lows; Freeport, Activision, Ulta Soar","주식 선물은 하락했지만 최저 수준입니다. 프리포트, 액티비전, 울타소어"
2015-05-28,2,2,,"Agilysys misses by $0.03, beats on revenue",Agilysys는 0.03달러 차이로 수익을 앞지릅니다.
2019-08-01,2,2,,The Motte And Bailey Fallacy - Precious Metals Supply And Demand,모트와 베일리의 오류 - 귀금속 수요와 공급
2012-01-25,2,2,,5 Low-Leveraged High-Yield Stocks from the S&P 500,S&P 500의 저레버리지 고수익 주식 5개
2019-07-17,2,2,,The Chemist's 'High-High-Low' Closed-End Fund Report: June 2019,The Chemist의 '하이-하이-로우' 폐쇄형 펀드 보고서: 2019년 6월
