Date,Label,Headline_and_Subtitle,Market_Return
2013-10-22,1,"Freeport Beats Estimates, Profit Down - Analyst Blog",0.0024285454044383
2019-11-12,1,Amicus' (FOLD) Shares Rise on Q3 Earnings & Revenue Beat,0.00257665975227
2019-11-14,1,3 REITs for Dividend Investors to Buy with Stock Market at New Highs,-0.0003631268514691
2018-03-09,1,Cigna to Buy Express Scripts: Healthcare ETFs in Focus,0.0178864773979088
2015-07-17,1,Can BNY Mellon (BK) Beat Q2 Earnings on Top-Line Growth? - Analyst Blog,0.0090951621556367
2013-09-04,1,Stocks Close Broadly Higher; Automakers Rise On Aug. Sales,0.0100841027836859
2019-07-12,2,Earnings Season Vs Earnings Off Season,0.0058686401171488
2016-04-13,2,"Metals, Mining, And Energy Stocks Are Unquestionably The New Market Leaders",0.0154615535716433
2018-03-16,2,"What GE And Tesla Now Have In Common, And A Better Investment In The Field",3.341468591111507e-05
2019-05-08,2,ADT Inc. 2019 Q1 - Results - Earnings Call Slides,-0.0025666195374799
2015-12-07,2,7 Macro-Drivers For Capital Markets In 2016,-0.0078681128730747
2018-03-02,2,Premarket Losers as of 9:05 am (3/2/2018),0.0107665778104906
2019-11-05,2,"Acorda Therapeutics, Inc. 2019 Q3 - Results - Earnings Call Presentation",0.0001754366258639
2017-09-20,2,What Makes Federated National Holding (FNHC) a Strong Sell?,-0.000817137256766
2018-05-02,2,"Automatic Data Processing, Inc. 2018 Q3 - Results - Earnings Call Slides",-0.0041791538211548
2020-04-28,2,Cboe Global (CBOE) to Report Q1 Earnings: What's in Store?,-0.0140237619137321
2017-03-28,2,–… Low PE Stock Picks for Value Investors,0.0059533931640609
2015-09-01,2,DIAGNOS Announces Closing of Second Tranche of Private Placement,-0.0293958716423513
2013-10-25,2,Will Merck's (MRK) Earnings Streak End? - Analyst Blog,0.0036651293542169
2016-01-11,2,Market Is Tough For Tesla - Cramer's Lightning Round (1/8/16),-0.001214491374167
2019-05-02,2,AGCO Corporation 2019 Q1 - Results - Earnings Call Slides,-0.0015988437953632
2018-11-16,2,October Market Recap And Outlook: A Sea Of Opportunities,-0.0015373497972924
2019-02-28,2,"AAON misses by $0.05, beats on revenue",-0.0029095177782103
2011-09-28,2,5 Stocks Insiders Think Are Worth It,-0.0216936341668603
2014-10-29,2,Philips: Brighter Future with LED Lights Market,-0.0032995402274749
2017-08-30,2,Stocks Showing Improved Relative Strength: Mastec,0.010539682608555
2016-04-15,2,Sector Leader Dogs Priced Over $10 Led By Calumet In April,-0.0015507667301498
2017-12-28,2,Acasti Pharma closes US$10M firm commitment offering of common shares and warrants,0.0015592711617582
2018-03-05,2,"Annaly Capital's BV, Dividend, And Valuation Compared To 17 mREIT Peers (Post Q4 2017 Earnings) - Part 1",0.0100359806077965
2016-10-14,2,Quarterly Review Of DivGro: Q3 2016,0.0001592222461574
2013-10-30,2,Here's Where to Find Great Dividend Stocks,-0.0054954710931055
2018-10-10,2,AcelRx set for down move on briefing docs for Ad Com on sufentanil sublingual tablets,-0.040833470842182
2015-01-23,2,Will Abiomed (ABMD) Outshine Q3 Earnings Estimates? - Analyst Blog,0.0015746001647269
2020-03-13,2,Coronavirus Crisis To Enter A Pivotal Phase: Weekly Investing Action Plan,0.093459981723861
2015-02-13,2,Assurant's (AIZ) CEO Alan Colberg on Q4 2014 Results - Earnings Call Transcript,0.007458396513605
2020-06-01,2,"Market Talk – Monday, June 1",0.0065522169146849
2020-03-05,2,Coronavirus Market Flip-Flops Continue,-0.030993259641753
2015-04-14,2,Summit Hotel (INN) Executes $125M Unsecured Term Loan - Analyst Blog,-0.0021971555029318
2020-01-10,2,"The Market Timing Secrets No One Talks About - January 10, 2020",-0.0026695847930331
2020-02-21,2,Electronic Toll Collection Market Insights Covering Market Dynamics and Competitive Scenario ...,-0.0178833375246232
2014-10-09,2,Should AmTrust Financial (AFSI) be in Your Portfolio Now? - Analyst Blog,-0.0201965280224203
2014-02-03,2,Aon Keeps Earnings Streak Alive in Q4 - Analyst Blog,-0.0260533750811743
2016-06-28,2,Advaxis Inc. Investor Day- Slides,0.021206104992947
2019-10-23,2,"ABB EPS beats by $0.08, misses on revenue",0.0019113599876994
2015-05-21,2,New Strong Sell Stocks for May 21st - Tale of the Tape,0.0037560686879003
2019-02-28,2,6 Stocks to Watch For February 28 Trading Session,-0.0029095177782103
2019-12-20,2,Moving Average Crossover Alert: American Equity Investment Life,0.0042465737920489
2019-05-10,2,"Equifax's (EFX) Q1 Earnings Beat Estimates, Revenues Lag",0.0008027337760745
2017-07-25,2,Not All Retail Stocks Will Be Crushed By Amazon,0.0002121203512226
2017-03-10,2,Is The 10-Year Yield At 2.6% A Tipping Point For The Bond Market?,0.0039254439937237
2019-10-23,2,"HAGENS BERMAN, NATIONAL TRIAL ATTORNEYS, REMIND ADTN INVESTORS OF SECURITIES CLASS ACTION: Firm ...",0.0019113599876994
2013-10-25,2,Smart-Beta ETFs: 5 Shockers About This Investing Fad,0.0036651293542169
2011-10-21,2,6 Dividend Stocks for Earnings Season,0.0149463338227506
2018-02-15,2,AEGON NV 2017 Q4 - Results - Earnings Call Slides,0.0157917213881977
2019-10-23,2,What to Expect From AvalonBay (AVB) This Earnings Season?,0.0019113599876994
2015-11-25,2,"Ulta, Express Eye Strong Q3 Earnings Before Holidays",0.0026123014519323
2016-02-12,2,"Charles Brandes Bets on Aaron's, Small-Cap ETF",0.0165625906907465
2019-10-21,2,Agree Realty (ADC) Matches Q3 FFO Estimates,0.0090796503828185
2017-02-16,2,Money & Minds Move Markets; Sometimes Emotionally,-0.0007801505141752
2018-10-04,2,Deutsche Bank reduces chip stock estimates on expected downturn,-0.0181406166110873
2016-05-19,2,AlarmForce Industries: Over Two-Thirds of Canadians Believe Home Security Increases the Value ...,-0.0056108162219425
2015-06-25,2,"McKesson Keeps FY16 Earnings View, Acquisitions Hold Key - Analyst Blog",-0.0019951965055512
2016-10-27,2,Aeterna Zentaris readies $7.8M direct equity offering; shares off 9%,-0.0065329601258417
2018-01-29,2,Qualcomm (QCOM) to Report Q1 Earnings: What's in Store?,-0.0052306763735217
2015-04-13,2,Equity CEFs: The Insanity Of CEF Investors - Part II,-0.0015472400808188
2011-05-18,2,"Retail Earnings Live Blog: Target, Abercrombie",0.011422077208933
2012-11-02,2,Arlington Asset Investment Corp. Reports Operating Results (10-Q),-0.0125594110863185
2015-08-17,2,L Brands (LB) to Report Q2 Earnings: What's in Store?,0.0086089328002989
2018-03-28,2,25 'Safer' Dividend 10%+ Yield Stocks Reign In April,-0.0085007408714046
2012-07-03,2,8 Rebounds in the Hospitality Sector,0.0084202511565374
2020-02-11,2,"Timing the Market, Is it Possible? - February 11, 2020",0.0010957991559588
2017-03-08,2,New Strong Sell Stocks for March 8th,0.0006204443312118
2012-05-25,2,8 Stocks Soaring on Big Volume,-0.0006514991272645
2020-02-13,2,Household Cleaning Products Market —…—… Incremental Revenue About to Pick USD –5. ...,-0.0014384425219915
2020-01-24,2,6 Cheap Stocks With Low Price-Sales Ratios,-0.009313533039611
2017-03-24,2,Will A Market Rebound Unleash These Potential Breakout Stocks?,0.0018994296842982
2014-01-23,2,"China Data Dent Stock Futures; Netflix Leaps, Arctic Cat Dives",-0.0056846847012727
2018-04-02,2,Worst quarter for high-yield since financial crisis,-0.027370487903107
2019-04-30,2,"AK Steel writedowns, lukewarm guidance drag down shares",-0.0081427568679047
2017-01-18,2,Uranium ETF Dives After Massive Surge As Top Holding Issues Warning,0.0030548378300918
2017-12-22,2,Is American Equity Investment Life (AEL) a Great Stock for Value Investors?,-0.0007752510207285
2016-11-04,2,Ameren Corporation 2016 Q3 - Results - Earnings Call Slides,-0.0023802022158333
2019-05-06,2,What's in the Offing for TripAdvisor's (TRIP) Q1 Earnings?,-0.0049865214279152
2019-08-01,2,"How To Be A Great Investor, Part 2: Understand Value",-0.0078650155346091
2018-01-25,2,Applied Industrial Technologies' (AIT) Neil Schrimsher on Q2 2018 Results - Earnings Call Transcript,-0.0005259434600574
2017-01-17,2,ADTRAN (ADTN) Down on Earnings Expectations,-0.0063490086282185
2016-01-21,2,These REITs Swam Upstream When Mr. Market Hit The Panic Button,8.276897377723635e-05
2018-07-10,2,New Strong Sell Stocks for July 10th,0.0003867873345781
2012-07-03,2,"Hot Air Conditioning Stocks for the Summer Heat Wave? WSO, AAON & LII",0.0084202511565374
2020-02-21,2,Aeterna Zentaris Announces Closing of $4.5 Million Registered Direct Offering Priced At-The-Market,-0.0178833375246232
2019-09-23,2,"Hybrid Seeds Market Size is estimated to reach $99,854 Million, by —…5… with 9.7% CAGR",-0.0006418049745359
2019-02-01,2,Do Rate-Hedged Bond ETFs Work?,-0.002454099791028
2019-10-23,2,What's in the Cards for Public Storage's (PSA) Q3 Earnings?,0.0019113599876994
2020-05-05,2,Tetraphase (TTPH) to Post Q1 Earnings: What's in the Cards?,0.0112976045226294
2019-03-20,2,— Stocks Move Wednesday,0.0006499290394565
2016-05-09,2,Resource Sector Digest: Reviewing A Very Volatile Week On The Gold And Oil Markets,0.0029664969561806
2019-07-25,2,Acorda (ACOR) to Post Q2 Earnings: What's in the Cards?,-0.0099693517920447
2016-04-07,2,"Gold ETFs, Gold Stocks Flash As Stock Market Wilts; Volatility ETN Spikes",-0.0147031520788359
2020-05-12,2,"Agios to Present at the RBC Capital Markets Global Healthcare Virtual Conference on Tuesday, ...",-0.0206465429138307
2016-04-25,2,Resource Sector Digest: Is The Optimism On The Gold Market Warranted?,-0.0021278948291887
2018-06-25,2,A Quantitative Assessment Of Errors From The Use Of Credit Ratings In Credit Portfolio Management - Part 3: Credit Spreads,-0.0209039158940761
2014-11-12,2,How You Can Add Retail to Your Portfolio Now - Industry Outlook,0.0031283961458914
2015-01-28,2,"Alliance Holdings GP, L.P. (AHGP) Q4 2014 Results - Earnings Call Webcast",-0.0092939796272562
2019-08-02,2,Apartment Investing & Management Shows Improved Relative Strength; Still Shy Of Benchmark,-0.013197966670708
2016-11-11,2,Agilysys' (AGYS) CEO Jim Dennedy on Q2 2017 Results - Earnings Call Transcript,0.0054350444738293
2018-07-18,2,' Beer Stocks Already in a Bear Market,-8.659011843270559e-05
2014-04-10,2,Morning Coffee: Widely Held Guru Stocks Near 52-Week Lows,-0.0310212476281205
2020-01-21,2,Global Markets Turn Red Tuesday,-0.0019310868474221
2015-06-16,2,Healthcare and Cybersecurity Dominate As Market Slides PANW CYBR FEYE HUM CI AET UNH ANTM,0.0050854356489553
2015-04-23,2,"Nasdaq Hits Record Close; Google, Amazon Rise After Hours",0.0041488444368071
2018-11-02,2,Ashford Hospitality Trust Inc. (AHT) CEO Douglas Kessler on Q3 2018 Results - Earnings Call Transcript,-0.0103671242378056
2016-11-09,2,Secret OTC List,0.0110868774649153
2020-03-09,2,"The Zacks Analyst Blog Highlights: Enviva Partners, Berry, AGNC Investment, Costamare and Lazard",-0.0728740234369439
2012-07-23,2,Earnings Preview: Aaron's Inc. - Analyst Blog,-0.0120159114954571
2017-09-11,2,Is American Eagle (AEO) a Great Pick for Value Investors?,0.0113313949556064
2016-01-11,2,A Reliable Strategy For Generating Extra Income From Your Stocks,-0.001214491374167
2019-09-24,2,Graphic Processing Unit Market Size to Reach $–57. ...,-0.0146478477178539
2015-08-04,2,How To Navigate Today's Bond Markets,-0.0019216711857567
2017-12-06,2,More Strange And Disturbing Action In The Paper Gold Market,0.0020954572479787
2016-12-01,2,Another rough session for bonds; Mnuchin suggests 100-year Treasurys,-0.0136316063519631
2016-06-28,2,Income Yielding Equity Sector Valuations Near Historical Highs,0.021206104992947
2019-07-15,2,Energy (Electricity) Storage Market Expected to Deliver Dynamic Progression until —…—8 ...,0.0017043356674171
2014-01-22,2,"Polaris CEO Drives Profit With New ATVs, Motorcycles",0.0040797951921551
2015-08-05,2,Aegerion Pharmaceuticals (AEGR) Q2 2015 Results - Earnings Call Webcast,0.0067358341480041
2015-09-14,2,Arlington Asset Investment (AI) is Oversold: Can It Recover?,-0.0034381811863567
2019-05-07,2,Ambev S.A. (ABEV) CEO Bernardo Paiva on Q1 2019 Results - Earnings Call Transcript,-0.019638628273811
2018-07-25,2,Arlington Asset Investment Corporation 2018 Q2 - Results - Earnings Call Slides,0.0116659734459625
2014-10-17,2,IBD 50: Five Stocks Forming Intriguing Chart Patterns,0.0097334615382389
2015-05-12,2,hhgregg (HGG): What to Look for in Q4 Earnings Report? - Analyst Blog,-0.0034804525468349
2012-09-21,2,An ETF Portfolio for the 4th Quarter,0.0012594617215575
2018-04-09,2,Premarket analyst action - healthcare,0.0050946378532348
2016-04-04,2,"Annaly Capital's BV, Dividend, And Valuation Compared To 19 mREIT Peers (Post Q4 2015 Earnings) - Part 2",-0.0046271338099298
2019-11-06,2,"Copper & Copper Manufactured Products Market to Touch $–47,6—' Mn by —…—'",-0.0028513002957469
2018-08-17,2,MORL Now Yields 23% And Has Had Total Returns In Excess Of 20% Annually For The Last 5 Years. What's Next?,0.0012566493865648
2013-06-12,2,Time to Avoid Business Development Company ETFs? - ETF News And Commentary,-0.0106257059457027
2018-08-07,2,Albany International Corp/DE/ 2018 Q2 - Results - Earnings Call Slides,0.003051012246356
2016-06-21,2,How To Position For The 'Most Expensive Bond Market In History',0.0013540459769976
2018-07-31,2,"Biotech Analysis Central Pharma News: Celgene's Earnings, Achaogen Cuts Staff, Advaxis Receives IND Clearance",0.0054770693397772
2019-01-14,2,Dow Stocks Keep Losses Small; Citigroup Stages Bullish Reversal,-0.0094040374177968
2013-07-16,2,Gold Mining Stocks: Guess How Low Year-To-Date,-0.0024920346996696
2015-05-15,2,Razor-Thin Profits Cut Into Newspapers' Chances At Innovation,-0.0004969045937379
2016-08-18,2,"Energy Funds Streak Higher As Oil Hits $48, Best Level Since July",0.0021974551319836
2018-01-19,2,How Holiday Sales Reversed Nordstrom's (JWN) Revenue Graph?,0.0055276593779676
2012-08-21,2,"Go Shopping For These Retail Stocks Ahead of Earnings? AEO, CHS & EXPR",-0.0029094084231973
2015-10-12,2,New Strong Sell Stocks for October 12th,0.0016913305561629
2018-10-19,2,Biotech Stocks Bloodied But Can Now Drive M&A,-0.0048242719445369
2015-03-12,2,Fed Rate Hike Cycles And Bond Yields,0.0089382751497908
2019-10-23,2,"Empirical Report on Arthroscopy Devices Market by —…—9| CorTek Endoscopy, Dufner ...",0.0019113599876994
2014-10-13,2,Will ADTRAN (ADTN) Disappoint this Earnings Season? - Analyst Blog,-0.0146343691408971
2020-03-19,2,Why Is Agilent (A) Down 19.3% Since Last Earnings Report?,0.0229962685795621
2011-06-09,2,Farm Machinery Plows Profits - Analyst Blog,0.0035472474155795
2016-12-16,2,"Steel Dynamics guides below consensus, but investors look to 2017",-0.0036082980206304
2015-01-21,2,"Adaptive Asset Allocation: Which Is Better - Quarterly, Monthly, Or Weekly Trading?",0.0027003714308821
2019-12-13,2,Mini Excavators Market Go Big With Construction Industry Solutions to do more with less,0.0020143312030556
2017-11-17,2,Agios Pharma's ivosidenib shows treatment effect in early-stage glioma study; shares ahead 3% premarket,-0.0015456428239665
2019-11-11,2,Air Lease records portfolio sale,-0.0013013444268317
2018-05-16,2,Emerging Markets April 2018 Recap And Outlook: Look Beyond The Headlines,0.0063482414945983
2018-06-01,2,"Stock Market News For June 1, 2018",0.015077687429198
2016-11-08,2,Daily State Of The Markets: Sometimes The Game Is Just Plain Hard,0.0052883108595245
2020-02-05,2,What's in the Cards for Dominion Energy's (D) Q4 Earnings?,0.0042997561370825
2018-04-19,2,New Strong Sell Stocks for April 19th,-0.0078380113531859
2015-05-29,2,New Strong Sell Stocks for May 29th - Tale of the Tape,-0.0054826020148337
2015-05-22,2,7 Stocks Meeting The Goal Of Increased Dividends,-0.0002809339552949
2014-10-01,2,Sure Bets: Slow-Changing Industries for Long-Term Investors,-0.0158678171267844
2019-09-05,2,Duke Energy Arm Seeks for Rate Hike to Recover Investments,0.0175444782130975
2018-08-29,2,"American Eagle Outfitters, Inc. 2018 Q2 - Results - Earnings Call Slides",0.0099189919298396
2018-07-16,2,The Millennial Portfolio: Longer Than Long Term?,-0.0025887832163591
2019-07-26,2,A. O. Smith (AOS) to Report Q2 Earnings: What's in the Cards?,0.0111269619908811
2014-10-23,2,Stock Screen: Highest-Yielding Public and Private Equity Stocks,0.0159576394008207
2020-02-20,2,"Adams Resources & Energy, Inc. Announces Quarterly Cash Dividend",-0.0067442955151165
2015-09-30,2,Stock Movement Prior To Phase III Trial Releases: Penny Stocks Rise While Big Stocks Fall,0.022765785030294
2019-12-13,2,Here's Why Investors Should Hold on to Aflac (AFL) Stock,0.0020143312030556
2019-04-23,2,Wall Street Breakfast: Futures Tepid As Investors Await Earnings Jolt,0.0131685900076106
2015-12-07,2,"Arizona solar plant secure despite parent Abengoa's turmoil, DoE says",-0.0078681128730747
2015-03-19,2,"Stock Market News for March 19, 2015 - Market News",0.0019165423138598
2019-09-04,2,"American Eagle Outfitters, Inc. (AEO) CEO Jay Schottenstein on Q2 2019 Results - Earnings Call Transcript",0.0130451660271309
2019-08-06,2,Apollo Investment (AINV) CEO Howard Widra on Q1 2020 Results - Earnings Call Transcript,0.0138790350459743
2012-11-27,2,Market Preview: Beyond the Cliff,-0.0030200384797993
2019-07-19,2,United Technologies' (UTX) Q2 Earnings: What's in the Cards?,-0.0074020009485717
2018-01-17,2,Aar Corp (AIR) Chairman & CEO David P Storch Sold $5.' million of Shares,0.0103257260977454
2011-06-20,2,A Busy Week for Six Biotech Stocks,0.0050372759352295
2016-08-10,2,Affimed revenues off 5% in Q2,-0.0039996138961143
2014-08-12,2,Abengoa Yield Revenue Jumps In First Post-IPO Report,-0.0027446426217926
2015-08-19,2,"Premarket Biotech Digest: Which Cancer Drug, MannKind's Future, Victoza Trial",-0.0079655078598769
2020-04-08,2,Archer Daniels Midland (ADM) Gains But Lags Market: What You Should Know,0.025818870275615
2015-02-03,2,Owens-Illinois Q4 Earnings in Line; Provides 2015 Outlook - Analyst Blog,0.0109159028304963
2016-09-21,2,Most Heavily Shorted Stocks In The Russell 3000,0.0102702695149234
2017-01-26,2,Alternative Investment Allocations Should Increase In 2017 Across The Board Due To Market Uncertainty,-0.000205020914723
2017-03-03,2,Arbor Realty Trust's (ABR) CEO Ivan Kaufman on Q4 2016 Results - Earnings Call Transcript,0.0016259046421964
2019-11-12,2,Has First Majestic Silver (AG) Outpaced Other Basic Materials Stocks This Year?,0.00257665975227
2016-08-16,2,3 Alternative Gold Investments,-0.0066343640123797
2016-10-28,2,Aflac's (AFL) CEO Dan Amos on Q3 2016 Results - Earnings Call Transcript,-0.0049597900528415
2018-05-01,2,Acacia Research's (ACTG) Management Discusses Q1 2018 Results - Earnings Call Transcript,0.0091179894913673
2018-02-20,2,The Klein Law Firm Notifies Investors of Commencement of a Class Action Filed on Behalf of ...,-0.0007127809213746
2015-01-28,2,Investment Strategies For Retirees In Today's Economic Reality,-0.0092939796272562
2018-11-05,2,Red Robin's (RRGB) Q3 Earnings: Factors Shaping the Outcome,-0.0038249523000951
2016-07-11,2,"Ken Fisher's Best Investments: Credicorp, Ambev, Tata Motors",0.0064316958257366
2016-04-20,2,LiveRamp names Jeff Smith chief marketing officer,0.0015788023399563
2015-10-19,2,Wolverine World Wide (WWW) Q3 Earnings: What to Expect?,0.0038431481560492
2018-02-28,2,Analog Devices (ADI) Q1 2018 Results - Earnings Call Transcript,-0.0078223183432375
2015-11-30,2,Actions Semiconductor's (ACTS) CEO Zhenyu Zhou on Q3 2015 Results - Earnings Call Transcript,-0.003676260177327
2020-02-13,2,"Automotive Electronics Sensor After Market Share,Size —…—… Global Trend, Segmentation, ...",-0.0014384425219915
2018-08-29,2,Premarket Losers as of 9:05 am (8/29/2018),0.0099189919298396
2013-11-11,2,Conifer Enhances Revenue Mgmt - Analyst Blog,0.0001429001606287
2019-11-21,2,Here's Why You Should Hold Advance Auto in Your Portfolio Now,-0.0024066091789468
2019-01-30,2,What's in Store for Aimco's (AIV) Earnings This Season?,0.0220238547644153
2016-08-22,2,Seed Your Portfolio With These Stocks That Help Feed The World,0.001187431034576
2012-02-17,2,"Acadia Realty Trust (AKR) President and CEO Kenneth F Bernstein sells 75,000 Shares",-0.002726512523646
2019-11-15,2,Market Runs With U.S. Line That U.S.-China Deal Is Close,0.0072898224431721
2016-07-05,2,Precious Metals Second Quarter 2016 Review And The Outlook For Q3,-0.0081582215390343
2014-11-04,2,These 5 Drugmakers' Earnings Excelled This Quarter,-0.0032917256460931
2015-06-02,2,Microsoft (MSFT) to Release New OS Windows 10 on Jul 29 - Analyst Blog,-0.0012611143628418
2016-10-26,2,"Applied Industrial Technologies beats by $0.09, misses on revenue",-0.0062705612720709
2014-04-28,2,Will Forest Labs (FRX) Keep Its Earnings Streak Alive? - Analyst Blog,-0.000284661796985
2018-10-31,2,"Ameren beats by $0.19, misses on revenue",0.0201420066558675
2016-08-24,2,Best And Worst Performing Stocks Of 2016,-0.0080588386657908
2017-10-27,2,"Barrick Gold (ABX) Q3 Earnings Miss, Revenues Beat Estimates",0.022036726263594
2017-03-01,2,Aegion Corporation 2016 Q4 - Results - Earnings Call Slides,0.0134907997576967
2020-02-12,2,Digital Vault Market Unidentified Segments – The Biggest Opportunity of —…—…,0.0090279146224396
2019-01-08,2,Here's Why You Should Add Entergy (ETR) to Your Portfolio,0.0107760102764562
2015-05-11,2,American Capital invests $21.5M in Electronic Warfare Associates,-0.0019945800198492
2017-10-23,2,Will Escalating Supply Hurt Aimco (AIV) in Q3 Earnings?,-0.006368895664752
2013-02-07,2,"Stocks Open Down In Weak Trade; O'Reilly Automotive, Ixia Jump",-0.0010573201272852
2016-02-03,2,ABB's (ABB) Ulrich Spiesshofer on Q4 2015 Results - Earnings Call Transcript,-0.0028138368562685
2018-05-07,2,"Wayfair (W) Q1 Loss Wider Than Anticipated, Revenues Beat",0.007710509409154
2014-12-30,2,Baidu Antivirus Gets Information Security Certification - Analyst Blog,-0.0061308020923653
2019-12-19,2,Apartment Investment and Management Enters Oversold Territory,0.0067377936604759
2018-01-05,2,"U.S. Weekly FundFlows Insight Report: Despite A Good Beginning To 2018, Fund Investors Are Net Redeemers For The Week",0.0082863304349745
2020-03-03,2,Steel Stocks Are Bleeding: Will Coronavirus Bring More Pain?,-0.0299458210092655
2011-11-09,2,3 Stocks with Strong Estimate Revisions - Investment Ideas,-0.0388049409052203
2016-02-18,2,Agios Pharmaceuticals' (AGIO) CEO David Schenkein on Q4 2015 Results - Earnings Call Transcript,-0.0102601242440706
2019-11-11,2,Crescat Capital Q3 2019 Quarterly Letter,-0.0013013444268317
2015-04-16,2,"American Addiction Centers: Could Be Worse Than Expected, 50% Downside Possible",-0.000644575446947
2019-02-19,2,Arlington Asset Investment Corp (AI) CEO Rock Tonkel on Q4 2018 Results - Earnings Call Transcript,0.0019217177565178
2016-10-19,2,ADTRAN's (ADTN) CEO Tom Stanton on Q3 2016 Results - Earnings Call Transcript,0.0004901584671894
2013-03-06,2,Trading Idea: Is AK Steel Breaking Down?,-0.0005458110215661
2010-09-13,2,Strong Industrial Data Lifted Steel Stocks,0.0192777553624865
2019-06-11,2,American Eagle Has A Secret Weapon,-7.670773640899853e-05
2020-05-15,2,Acadia Pharmaceuticals Inc (ACAD) CEO Stephen Davis Sold $9.— million of Shares,0.0079206242945659
2019-05-21,2,"Adecoagro misses by $0.08, beats on revenue",0.0108200755220111
2018-10-24,2,Akamai (AKAM) to Report Q3 Earnings: What's in the Offing?,-0.0442538977928296
2018-02-08,2,Stocks To Watch: Applied Industrial Technologies Sees Relative Strength Rating Jump To 81,-0.0389705905263336
2014-01-08,2,ADT & McAfee Collaborate for Increased Security - Analyst Blog,0.002992812007647
2019-07-26,2,Ares Commercial Real Estate Corporation 2019 Q2 - Results - Earnings Call Slides,0.0111269619908811
2017-10-12,2,Is Barrick Gold Corporation (ABX) a Great Stock for Value Investors?,-0.0018232676997382
2016-11-07,2,Gurus' 6 Worst-Performing Stocks,0.0237397974990918
2017-08-04,2,Should You Sell AES Corporation (AES) Before Earnings?,0.0017696551163279
2010-07-12,2,Earnings Smackdown: TheStreet vs. MarketWatch,0.0008696561690288
2017-01-24,2,Agrium favored as Cowen becomes less pessimistic on ag sector,0.008647674932189
2018-10-26,2,What's in the Cards for Allstate (ALL) in Q3 Earnings?,-0.0206508424095073
2017-06-06,2,Goldcorp Announces Quarterly Dividend,-0.0032752802893042
2015-07-23,2,ABB's (ABB) CEO Ulrich Spiesshofer on Q2 2015 Results - Earnings Call Transcript,-0.0049035172069674
2019-12-13,2,Smart Thermostat Market Expected to Reach $8.78 Billion By —…—6 at a CAGR of —6. ...,0.0020143312030556
2019-01-04,2,Video Breakdown Gives Skewed Viewpoint For Future Of Acadia Healthcare,0.0426022841001392
2014-11-13,2,DDR Sheds JV Assets to Exit Buffalo MSA Market - Analyst Blog,0.0010694866578928
2019-02-26,2,"Dividend Increases: February 18-22, 2019 (Part 3: Remaining Sectors)",-0.0006830609039801
2016-08-03,2,The Nifty Fifty Market Barometer,0.0042840425615831
2014-03-04,2,Why Investors Should Keep Their Faith in This Brewer,0.0174573711373746
2014-12-09,2,Stocks Snap Back After Morning Downdraft; AutoZone Jumps,0.0054380846999355
2019-08-07,2,American Equity Investment Life Holding Company 2019 Q2 - Results - Earnings Call Slides,0.0037736550023228
2020-03-05,2,"Distributed Energy Resource Management System Market Size, Trends —…–7 - Global Industry ...",-0.030993259641753
2015-03-31,2,"Commodities Today: Asset Sales, Deal Rumors And Analyst Reports Moving These Stocks",-0.009410939626387
2012-05-21,2,Earnings Preview: Wet Seal - Analyst Blog,0.024622199199362
2018-11-20,2,Sell Annaly Capital And AGNC Investment Corp - The Mortgage Carry Trade Is Dead,-0.0170250404899097
2016-05-19,2,"Stocks Hit Lows On 'Live' Dudley; Cisco, Wal-Mart, Salesforce Rise",-0.0056108162219425
2018-06-19,2,Armada Hoffler Properties to Discuss Second Quarter Earnings on July '–st,-0.0027675047083631
2019-03-26,2,"Market Volatility Bulletin: Stocks Rebound, But VIX Remains Cautious",0.0070677181648366
2019-04-04,2,"Aehr Test Systems beats by $0.01, misses on revenue",-0.0004774866379807
2019-08-21,2,Here's Why You Should Hold Sonoco Stock in Your Portfolio Now,0.0090141990266883
2019-07-03,2,"USNA, ADXS among premarket losers",0.0075397039491273
2019-05-23,2,Two new leveraged weed ETFs to launch in Canada,-0.0158124875580519
2019-09-30,2,HYG: It's Time To Reconsider High Yields,0.0075204967761479
2019-03-07,2,"Investor Expectations to Drive Momentum within Sea Limited Sponsored ADR, Physicians Realty ...",-0.0112524463112579
2014-12-18,2,UnitedHealth: Benefitting from Diversified Portfolio - Analyst Blog,0.0224123373411286
2012-07-19,2,Genuine Parts Profits In Line - Analyst Blog,0.0079181009699749
2015-02-06,2,Investing In Africa With ETFs,-0.0043441260179784
2016-11-29,2,American Eagle: Lone Winner Among Struggling Retail Stocks,0.0020693343888125
2017-02-10,2,"Agrium misses by $0.07, beats on revenue",0.0033156797245958
2019-11-06,2,Navigating New Global Market Uncertainties,-0.0028513002957469
2015-01-12,2,Dividend Smart Stocks,-0.0083671936752739
2019-06-05,2,"American Eagle Outfitters, Inc. (AEO) CEO Jay Schottenstein on Q1 2019 Results - Earnings Call Transcript",0.0064247497752591
2019-08-20,2,Apparel sector hopes to shake off tariff drag,-0.0067788688726585
2018-02-06,2,"Armada Hoffler Properties misses by $0.01, beats on rental revenue",0.0212916345147597
2016-11-15,2,Agilent Technologies (A) Down Ahead of Earnings Figures,0.0109650881332514
2015-02-10,2,ADDvantage Technologies' (AEY) CEO David Humphrey on Q1 2015 Results - Earnings Call Transcript,0.0130406778974565
2018-04-09,2,Premarket Losers as of 9:05 am (4/9/2018),0.0050946378532348
